Order_ID,Customer_ID,Order_Date,Product,Category,Country,Sales_Channel,Quantity,Unit_Price_MAD,Discount_Rate,Revenue_MAD,Cost_MAD,Profit_MAD
O100190,10060,2025-12-14,Milk 1L,Dairy,Belgium,Online,1,8.46,0.15,7.19,5.34,1.85
O100154,10084,2025-12-17,Tuna 160g,Canned Goods,Morocco,Online,3,9.77,0.2,23.45,15.09,8.36
O100173,10015,2025-12-18,Dates 1kg,Pantry,Morocco,Supermarket,2,52.39,0.0,104.78,62.57,42.21
O100363,10040,2025-12-18,Olive Oil 5L,Oils,Morocco,Supermarket,1,157.3,0.05,149.44,105.25,44.19
O100102,10081,2025-12-18,Olive Oil 1L,Oils,Morocco,Supermarket,4,33.38,0.05,126.84,93.62,33.22
O100407,10120,2025-12-19,Flour 5kg,Baking,Morocco,Supermarket,2,49.02,0.05,93.14,60.89,32.25
O100193,10047,2025-12-20,Dates 1kg,Pantry,Morocco,Retail,3,54.25,0.0,162.75,100.83,61.92
O100223,10074,2025-12-20,Tuna 160g,Canned Goods,France,Online,4,8.51,0.0,34.04,20.78,13.26
O100396,10040,2025-12-22,Couscous 1kg,Grains,Morocco,Online,1,18.96,0.15,16.12,9.57,6.55
O100445,10083,2025-12-22,Flour 1kg,Baking,Morocco,Supermarket,2,11.55,0.1,20.79,13.71,7.08
O100113,10074,2025-12-23,Olive Oil 5L,Oils,Morocco,Online,4,163.47,0.0,653.88,472.91,180.97
O100208,10077,2025-12-23,Honey 500g,Pantry,Morocco,Online,1,37.02,0.0,37.02,24.08,12.94
O100117,10094,2025-12-23,Honey 500g,Pantry,Morocco,Online,1,35.3,0.0,35.3,20.88,14.42
O100156,10041,2025-12-24,Cheese 500g,Dairy,Morocco,Online,4,40.92,0.1,147.31,94.37,52.94
O100036,10036,2025-12-24,Couscous 1kg,Grains,Morocco,Online,2,18.89,0.1,34.0,22.14,11.86
O100031,10108,2025-12-25,Flour 1kg,Baking,Morocco,Supermarket,2,11.14,0.0,22.28,16.11,6.17
O100042,10030,2025-12-25,Cheese 500g,Dairy,Morocco,Supermarket,5,39.18,0.0,195.9,124.36,71.54
O100179,10078,2025-12-26,Tuna 160g,Canned Goods,Morocco,Online,4,9.57,0.0,38.28,24.41,13.87
O100155,10050,2025-12-27,Olive Oil 1L,Oils,France,Supermarket,1,34.8,0.1,31.32,19.77,11.55
O100081,10115,2025-12-28,Flour 1kg,Baking,Spain,Retail,1,11.41,0.0,11.41,7.42,3.99
O100216,10014,2025-12-28,Cheese 500g,Dairy,Morocco,Retail,4,42.45,0.0,169.8,108.1,61.7
O100307,10100,2025-12-28,Flour 5kg,Baking,Morocco,Supermarket,1,52.13,0.1,46.92,27.63,19.29
O100027,10066,2025-12-28,Olive Oil 5L,Oils,Morocco,Retail,1,138.45,0.2,110.76,75.9,34.86
O100290,10082,2025-12-29,Olive Oil 1L,Oils,Spain,Supermarket,2,37.33,0.05,70.93,46.92,24.01
O100109,10016,2025-12-29,Tomato Sauce,Canned Goods,Spain,Supermarket,5,11.13,0.05,52.87,33.54,19.33
O100054,10022,2025-12-29,Milk 1L,Dairy,Morocco,Online,2,7.45,0.0,14.9,8.99,5.91
O100260,10069,2025-12-31,Tomato Sauce,Canned Goods,Morocco,Supermarket,1,11.48,0.0,11.48,7.65,3.83
O100425,10056,2025-12-31,Tuna 160g,Canned Goods,Morocco,Supermarket,4,9.71,0.15,33.01,21.75,11.26
