Date,Order_ID,Product,Category,Region,Sales_Channel,Units_Sold,Unit_Price_MAD,Unit_Cost_MAD,Promotion,Revenue_MAD,Cost_MAD,Profit_MAD
2025-05-19 00:00:00,ORD-10388,Milk Powder 500g,Dairy,Casablanca,Supermarket,84,37.19,25.35,No,3123.96,2129.7,994.01
2025-01-28 00:00:00,ORD-10389,Canned Peas 400g,Canned Goods,Casablanca,Retail,78,11.83,7.21,No,922.74,562.73,359.85
2025-04-10 00:00:00,ORD-10390,Apple Juice 1L,Beverages,Marrakech,Retail,127,17.03,9.95,No,2162.81,1264.18,899.19
2025-07-11 00:00:00,ORD-10391,Olive Oil 500ml,Oils,Casablanca,Supermarket,119,48.62,32.11,No,5785.78,3820.57,1965.15
2025-10-01 00:00:00,ORD-10392,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,49,8.17,5.06,Yes,400.33,248.02,152.15
2025-07-16 00:00:00,ORD-10393,Olive Oil 1L,Oils,Rabat,Supermarket,116,82.32,57.29,No,9549.12,6645.55,2903.27
2025-05-30 00:00:00,ORD-10394,Olive Oil 1L,Oils,Agadir,Supermarket,105,79.8,59.09,Yes,8379,6204.63,2174.09
2025-07-18 00:00:00,ORD-10395,Apple Juice 1L,Beverages,Rabat,Online,91,16.89,10.01,No,1536.99,910.65,626.46
2025-06-09 00:00:00,ORD-10396,Apple Juice 1L,Beverages,Rabat,Online,76,17.64,9.75,No,1340.64,740.7,599.66
2025-05-29 00:00:00,ORD-10397,Apple Juice 1L,Beverages,Marrakech,Wholesale,147,17.24,10.06,No,2534.28,1479.55,1054.13
2025-05-01 00:00:00,ORD-10398,Olive Oil 500ml,Oils,Casablanca,Online,84,48.88,32.03,No,4105.92,2690.5,1415.23
2025-11-15 00:00:00,ORD-10399,Olive Oil 500ml,Oils,Marrakech,Supermarket,48,47.33,32.97,No,2271.84,1582.76,689.15
2025-05-05 00:00:00,ORD-10400,Canned Tomatoes 400g,Canned Goods,Marrakech,Supermarket,152,9.12,5.04,No,1386.24,765.88,620.37
2025-09-27 00:00:00,ORD-10401,Pasta 500g,Grains,Rabat,Supermarket,88,12.71,8.28,No,1118.48,728.77,389.83
2025-12-28 00:00:00,ORD-10402,Olive Oil 500ml,Oils,Casablanca,Retail,112,48.72,34.32,No,5456.64,3843.93,1612.82
2025-12-06 00:00:00,ORD-10403,Olive Oil 500ml,Oils,Fes,Supermarket,78,46.38,32.42,No,3617.64,2529.11,1088.9
2025-07-11 00:00:00,ORD-10404,Olive Oil 1L,Oils,Casablanca,Online,57,79.38,59.01,No,4524.66,3363.44,1161.28
2025-02-11 00:00:00,ORD-10405,Couscous 1kg,Grains,Marrakech,Supermarket,84,23.39,15.11,No,1964.76,1269.49,695.44
2025-03-14 00:00:00,ORD-10406,Canned Tomatoes 400g,Canned Goods,Rabat,Online,78,9.11,5.13,No,710.58,400.45,310.19
2025-03-21 00:00:00,ORD-10407,Canned Peas 400g,Canned Goods,Agadir,Retail,115,10.94,6.93,Yes,1258.1,796.39,461.71
2025-07-01 00:00:00,ORD-10408,Olive Oil 1L,Oils,Marrakech,Supermarket,59,84.11,57.7,No,4962.49,3404.08,1558.5
2025-11-30 00:00:00,ORD-10409,UHT Milk 1L,Dairy,Marrakech,Retail,77,10.35,7.25,Yes,796.95,558.59,238.12
2025-08-22 00:00:00,ORD-10410,UHT Milk 1L,Dairy,Casablanca,Wholesale,214,11.08,6.85,No,2371.12,1466.33,904.61
2025-05-02 00:00:00,ORD-10411,Olive Oil 1L,Oils,Fes,Supermarket,100,83.3,57.55,No,8330,5755.27,2574.74
2025-11-16 00:00:00,ORD-10412,Canned Peas 400g,Canned Goods,Agadir,Supermarket,104,11.24,7.06,Yes,1168.96,733.78,434.94
2025-02-11 00:00:00,ORD-10413,UHT Milk 1L,Dairy,Casablanca,Supermarket,106,11.09,7,No,1175.54,742.18,433.38
2025-06-21 00:00:00,ORD-10414,Canned Peas 400g,Canned Goods,Rabat,Supermarket,53,12.2,7.14,No,646.6,378.21,268.28
2025-11-29 00:00:00,ORD-10415,Olive Oil 1L,Oils,Rabat,Retail,84,83.74,58.34,No,7034.16,4900.21,2133.66
2025-05-23 00:00:00,ORD-10416,Canned Peas 400g,Canned Goods,Agadir,Retail,101,11.76,7.29,No,1187.76,735.93,451.7
2025-06-28 00:00:00,ORD-10417,Olive Oil 1L,Oils,Marrakech,Wholesale,103,82.77,56.96,No,8525.31,5867.26,2658.03
2025-11-04 00:00:00,ORD-10418,Couscous 1kg,Grains,Casablanca,Retail,101,22.82,15.09,Yes,2304.82,1523.61,780.85
2025-11-30 00:00:00,ORD-10419,Milk Powder 500g,Dairy,Rabat,Wholesale,178,37.4,26.73,Yes,6657.2,4757.05,1899.89
2025-02-05 00:00:00,ORD-10420,Orange Juice 1L,Beverages,Agadir,Supermarket,42,17.66,10.87,No,741.72,456.34,285.58
2025-03-24 00:00:00,ORD-10421,Olive Oil 500ml,Oils,Marrakech,Wholesale,183,45.89,33.21,No,8397.87,6076.98,2321.22
2025-09-30 00:00:00,ORD-10422,UHT Milk 1L,Dairy,Agadir,Online,53,11.41,7.05,No,604.73,373.69,230.98
2025-11-26 00:00:00,ORD-10423,Olive Oil 1L,Oils,Rabat,Retail,85,80,60.71,No,6800,5160.48,1639.69
2025-09-15 00:00:00,ORD-10424,Canned Peas 400g,Canned Goods,Marrakech,Wholesale,91,11.7,7.32,No,1064.7,665.68,398.95
2025-04-13 00:00:00,ORD-10425,Pasta 500g,Grains,Casablanca,Wholesale,176,13.14,7.86,No,2312.64,1383.73,928.52
2025-10-06 00:00:00,ORD-10426,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,95,8.88,5.03,No,843.6,478.01,365.45
2025-01-23 00:00:00,ORD-10427,Olive Oil 500ml,Oils,Rabat,Retail,92,48.67,33.14,No,4477.64,3048.58,1428.99
2025-03-27 00:00:00,ORD-10428,Apple Juice 1L,Beverages,Rabat,Supermarket,141,17.47,9.75,No,2463.27,1374.11,1088.68
2025-01-27 00:00:00,ORD-10429,Canned Peas 400g,Canned Goods,Casablanca,Supermarket,107,11.58,7.25,No,1239.06,776.08,463.1
2025-05-29 00:00:00,ORD-10430,Canned Tomatoes 400g,Canned Goods,Fes,Wholesale,244,8.09,4.99,Yes,1973.96,1217.94,755.25
2025-10-22 00:00:00,ORD-10431,Olive Oil 500ml,Oils,Rabat,Supermarket,89,44.62,34.6,Yes,3971.18,3079.67,891.26
2025-02-13 00:00:00,ORD-10432,Apple Juice 1L,Beverages,Rabat,Wholesale,232,16.45,9.85,No,3816.4,2285.4,1531.19
2025-07-17 00:00:00,ORD-10433,Olive Oil 1L,Oils,Marrakech,Online,57,85.18,59.41,No,4855.26,3386.14,1469.06
2025-05-05 00:00:00,ORD-10434,Olive Oil 1L,Oils,Agadir,Retail,102,84.87,57.45,No,8656.74,5860.31,2796.11
2025-10-25 00:00:00,ORD-10435,Milk Powder 500g,Dairy,Rabat,Supermarket,113,39.11,25.52,No,4419.43,2883.54,1535.53
2025-07-30 00:00:00,ORD-10436,Couscous 1kg,Grains,Rabat,Supermarket,71,24.28,15.02,No,1723.88,1066.11,658.05
2025-04-04 00:00:00,ORD-10437,UHT Milk 1L,Dairy,Rabat,Supermarket,123,11.37,7.3,No,1398.51,898.31,500.45
2025-09-28 00:00:00,ORD-10438,Canned Tomatoes 400g,Canned Goods,Agadir,Retail,86,7.9,4.99,Yes,679.4,429.2,249.93
2025-03-05 00:00:00,ORD-10439,Canned Peas 400g,Canned Goods,Fes,Retail,99,11.86,6.8,No,1174.14,672.93,501.27
2025-10-26 00:00:00,ORD-10440,Couscous 1kg,Grains,Casablanca,Supermarket,104,24.38,14.72,No,2535.52,1530.55,1004.5
2025-10-15 00:00:00,ORD-10441,Orange Juice 1L,Beverages,Marrakech,Supermarket,80,17.91,10.77,No,1432.8,861.49,571.52
2025-02-18 00:00:00,ORD-10442,UHT Milk 1L,Dairy,Rabat,Supermarket,99,10.81,6.99,No,1070.19,691.9,378.35
2025-09-19 00:00:00,ORD-10443,Pasta 500g,Grains,Agadir,Retail,69,12.6,8.12,No,869.4,560,309.36
2025-04-19 00:00:00,ORD-10444,Pasta 500g,Grains,Fes,Online,97,13.06,7.93,No,1266.82,769.54,496.81
2025-12-13 00:00:00,ORD-10445,Milk Powder 500g,Dairy,Rabat,Wholesale,83,38.2,25.31,No,3170.6,2100.68,1069.8
2025-01-02 00:00:00,ORD-10446,Olive Oil 1L,Oils,Fes,Supermarket,84,80.22,57.14,No,6738.48,4799.42,1938.74
2025-12-24 00:00:00,ORD-10447,Canned Peas 400g,Canned Goods,Agadir,Supermarket,117,12.14,7.19,No,1420.38,840.94,578.97
2025-07-27 00:00:00,ORD-10448,Canned Peas 400g,Canned Goods,Fes,Retail,86,11.62,7.16,No,999.32,615.95,383.46
2025-06-23 00:00:00,ORD-10449,Olive Oil 1L,Oils,Casablanca,Supermarket,84,82.84,58.21,No,6958.56,4889.95,2068.85
2025-01-14 00:00:00,ORD-10450,Olive Oil 1L,Oils,Casablanca,Retail,58,81.94,58.52,No,4752.52,3394.14,1358.65
2025-01-04 00:00:00,ORD-10451,Apple Juice 1L,Beverages,Fes,Retail,43,16.18,9.9,Yes,695.74,425.9,269.78
2025-11-14 00:00:00,ORD-10452,Apple Juice 1L,Beverages,Fes,Supermarket,48,15.5,10.45,Yes,744,501.44,242.34
2025-10-22 00:00:00,ORD-10453,Apple Juice 1L,Beverages,Marrakech,Retail,101,15.7,9.77,Yes,1585.7,986.61,598.73
2025-10-16 00:00:00,ORD-10454,Pasta 500g,Grains,Rabat,Retail,91,13.11,8.3,No,1193.01,755.48,437.39
2025-12-07 00:00:00,ORD-10455,Milk Powder 500g,Dairy,Fes,Retail,52,37.32,25.27,No,1940.64,1314.27,626.15
2025-01-30 00:00:00,ORD-10456,Couscous 1kg,Grains,Casablanca,Retail,85,23.6,15.17,No,2006,1289.87,716.24
2025-03-10 00:00:00,ORD-10457,Pasta 500g,Grains,Fes,Supermarket,19,13.18,8.27,No,250.42,157.11,93.28
2025-02-20 00:00:00,ORD-10458,UHT Milk 1L,Dairy,Fes,Retail,89,9.74,7.07,Yes,866.86,629.01,238.19
2025-04-20 00:00:00,ORD-10459,Pasta 500g,Grains,Marrakech,Retail,130,12.81,7.98,No,1665.3,1037.61,627.8
2025-04-11 00:00:00,ORD-10460,UHT Milk 1L,Dairy,Marrakech,Supermarket,93,11.13,6.87,No,1035.09,638.5,396.56
2025-05-16 00:00:00,ORD-10461,Milk Powder 500g,Dairy,Agadir,Supermarket,124,35.19,25.24,Yes,4363.56,3129.89,1233.4
2025-08-29 00:00:00,ORD-10462,Apple Juice 1L,Beverages,Casablanca,Online,85,17.57,10.15,No,1493.45,862.36,631.46
2025-07-08 00:00:00,ORD-10463,Couscous 1kg,Grains,Fes,Retail,80,23.56,14.72,No,1884.8,1177.28,707.17
2025-05-25 00:00:00,ORD-10464,Canned Tomatoes 400g,Canned Goods,Agadir,Supermarket,84,8.69,4.89,No,729.96,411.1,319.18
2025-01-28 00:00:00,ORD-10465,Canned Tomatoes 400g,Canned Goods,Marrakech,Supermarket,120,9.29,5.2,No,1114.8,624.14,491.04
2025-10-25 00:00:00,ORD-10466,Orange Juice 1L,Beverages,Marrakech,Supermarket,82,16.55,11.12,Yes,1357.1,911.83,445.47
2025-07-16 00:00:00,ORD-10467,Olive Oil 1L,Oils,Casablanca,Supermarket,49,79.1,60.21,No,3875.9,2950.06,925.64
2025-04-14 00:00:00,ORD-10468,Orange Juice 1L,Beverages,Casablanca,Wholesale,193,16.33,11.44,Yes,3151.69,2208.51,943.3
2025-09-10 00:00:00,ORD-10469,Apple Juice 1L,Beverages,Fes,Retail,76,16.66,9.76,No,1266.16,741.82,524.13
2025-02-25 00:00:00,ORD-10470,UHT Milk 1L,Dairy,Casablanca,Supermarket,99,10.79,6.9,No,1068.21,682.62,385.82
2025-01-18 00:00:00,ORD-10471,Olive Oil 1L,Oils,Casablanca,Online,65,83.68,57.78,No,5439.2,3755.86,1683.54
2025-12-09 00:00:00,ORD-10472,Orange Juice 1L,Beverages,Fes,Retail,89,17.71,11.5,Yes,1576.19,1023.06,553.5
2025-03-14 00:00:00,ORD-10473,Apple Juice 1L,Beverages,Rabat,Wholesale,275,16.33,9.93,No,4490.75,2730.9,1759.61
2025-09-24 00:00:00,ORD-10474,Canned Peas 400g,Canned Goods,Fes,Retail,72,12.45,7.04,No,896.4,506.59,389.67
2025-07-03 00:00:00,ORD-10475,Milk Powder 500g,Dairy,Marrakech,Retail,69,38.99,27.11,No,2690.31,1870.65,819.88
2025-03-05 00:00:00,ORD-10476,Apple Juice 1L,Beverages,Marrakech,Retail,137,17.09,10.26,No,2341.33,1405.62,935.12
2025-03-14 00:00:00,ORD-10477,Canned Peas 400g,Canned Goods,Marrakech,Wholesale,204,12.08,6.79,No,2464.32,1385.44,1079.84
2025-12-16 00:00:00,ORD-10478,Orange Juice 1L,Beverages,Marrakech,Supermarket,79,18.37,11.01,No,1451.23,870.18,581.2
2025-06-01 00:00:00,ORD-10479,Orange Juice 1L,Beverages,Casablanca,Retail,100,18.31,11.17,No,1831,1116.91,714.51
2025-09-29 00:00:00,ORD-10480,Milk Powder 500g,Dairy,Fes,Wholesale,166,38.63,27.27,No,6412.58,4527.64,1884.96
2025-03-31 00:00:00,ORD-10481,Apple Juice 1L,Beverages,Agadir,Wholesale,110,16.14,10.12,Yes,1775.4,1112.84,662.17
2025-08-11 00:00:00,ORD-10482,Orange Juice 1L,Beverages,Rabat,Retail,90,17.44,10.81,No,1569.6,972.46,596.81
2025-05-19 00:00:00,ORD-10483,Orange Juice 1L,Beverages,Casablanca,Supermarket,103,17.52,11.29,No,1804.56,1162.92,641.3
2025-04-19 00:00:00,ORD-10484,Canned Peas 400g,Canned Goods,Casablanca,Retail,113,12.37,7.09,No,1397.81,801.7,596.48
2025-07-17 00:00:00,ORD-10485,Orange Juice 1L,Beverages,Casablanca,Supermarket,56,18.72,10.77,No,1048.32,603.16,444.97
2025-03-31 00:00:00,ORD-10486,Orange Juice 1L,Beverages,Agadir,Retail,57,17.7,11.37,No,1008.9,648.27,360.69
2025-12-09 00:00:00,ORD-10487,Milk Powder 500g,Dairy,Agadir,Retail,83,38.01,27.1,No,3154.83,2249.41,905.58
2025-11-21 00:00:00,ORD-10488,Olive Oil 500ml,Oils,Agadir,Wholesale,181,48.27,32.82,No,8736.87,5940.4,2796.09
2025-03-07 00:00:00,ORD-10489,Canned Peas 400g,Canned Goods,Rabat,Supermarket,75,11.89,7.25,No,891.75,543.69,348.17
2025-06-04 00:00:00,ORD-10490,Couscous 1kg,Grains,Fes,Supermarket,93,23.81,15.42,No,2214.33,1433.78,780.67
2025-05-26 00:00:00,ORD-10491,Apple Juice 1L,Beverages,Fes,Retail,155,16.72,10.34,No,2591.6,1603.18,988.1
2025-01-23 00:00:00,ORD-10492,Pasta 500g,Grains,Fes,Supermarket,77,13.38,8.33,No,1030.26,641.03,389.56
2025-04-24 00:00:00,ORD-10493,Apple Juice 1L,Beverages,Casablanca,Supermarket,104,16.62,10.45,No,1728.48,1086.64,641.77
2025-10-09 00:00:00,ORD-10494,Olive Oil 1L,Oils,Rabat,Supermarket,60,76.35,59.11,Yes,4581,3546.82,1034.34
2025-01-06 00:00:00,ORD-10495,Orange Juice 1L,Beverages,Marrakech,Wholesale,222,16.99,11.22,Yes,3771.78,2490.22,1282.44
2025-03-31 00:00:00,ORD-10496,Couscous 1kg,Grains,Casablanca,Wholesale,187,24.74,15.36,No,4626.38,2871.75,1754.54
2025-11-30 00:00:00,ORD-10497,Canned Tomatoes 400g,Canned Goods,Rabat,Supermarket,111,8.94,5.09,No,992.34,564.5,427.76
2025-04-22 00:00:00,ORD-10498,Olive Oil 1L,Oils,Fes,Supermarket,135,80.53,56.4,No,10871.55,7614.02,3258.11
2025-02-11 00:00:00,ORD-10499,Orange Juice 1L,Beverages,Rabat,Supermarket,104,17.84,10.89,No,1855.36,1132.29,723.14
2025-06-07 00:00:00,ORD-10500,Orange Juice 1L,Beverages,Casablanca,Supermarket,115,16.05,10.81,Yes,1845.75,1243.09,602.88
2025-11-21 00:00:00,ORD-10501,Milk Powder 500g,Dairy,Agadir,Supermarket,37,39.19,26.63,No,1450.03,985.43,464.44
2025-05-24 00:00:00,ORD-10502,Couscous 1kg,Grains,Casablanca,Supermarket,107,24.15,14.98,No,2584.05,1603.07,980.51
2025-11-05 00:00:00,ORD-10503,Canned Tomatoes 400g,Canned Goods,Casablanca,Supermarket,71,8.87,5.08,No,629.77,360.58,269.32
2025-04-19 00:00:00,ORD-10504,Couscous 1kg,Grains,Rabat,Wholesale,156,23.98,14.77,No,3740.88,2304.33,1435.79
2025-10-05 00:00:00,ORD-10505,Olive Oil 1L,Oils,Casablanca,Online,89,78.98,59.05,No,7029.22,5255.03,1773.77
2025-08-16 00:00:00,ORD-10506,Olive Oil 1L,Oils,Marrakech,Wholesale,180,79.03,56.37,No,14225.4,10147.49,4078.06
2025-01-15 00:00:00,ORD-10507,Milk Powder 500g,Dairy,Agadir,Supermarket,119,36.66,25.54,No,4362.54,3039.08,1324.05
2025-08-30 00:00:00,ORD-10508,Pasta 500g,Grains,Marrakech,Retail,66,13.27,8.4,No,875.82,554.07,321.66
2025-07-30 00:00:00,ORD-10509,Canned Peas 400g,Canned Goods,Agadir,Wholesale,190,12.42,7.06,No,2359.8,1340.66,1018.62
2025-03-02 00:00:00,ORD-10510,Canned Tomatoes 400g,Canned Goods,Marrakech,Online,72,9.22,5.23,No,663.84,376.9,286.62
2025-08-10 00:00:00,ORD-10511,Couscous 1kg,Grains,Fes,Wholesale,122,24.14,15.24,No,2945.08,1859.89,1085.33
2025-11-26 00:00:00,ORD-10512,Olive Oil 500ml,Oils,Agadir,Supermarket,120,46.78,32.57,No,5613.6,3908.11,1705.37
2025-06-19 00:00:00,ORD-10513,Olive Oil 500ml,Oils,Agadir,Retail,157,46.06,34.32,No,7231.42,5388.82,1842.7
2025-10-06 00:00:00,ORD-10514,Pasta 500g,Grains,Casablanca,Supermarket,79,13.26,8.06,No,1047.54,636.53,411.12
2025-05-17 00:00:00,ORD-10515,Pasta 500g,Grains,Casablanca,Supermarket,121,12.42,7.82,Yes,1502.82,945.8,557.24
2025-04-25 00:00:00,ORD-10516,Couscous 1kg,Grains,Rabat,Wholesale,183,24.31,15.31,No,4448.73,2801.14,1647.8
2025-08-28 00:00:00,ORD-10517,Apple Juice 1L,Beverages,Agadir,Wholesale,96,16.99,10.26,No,1631.04,985.3,645.56
2025-08-14 00:00:00,ORD-10518,Olive Oil 1L,Oils,Fes,Online,40,84.84,57.31,No,3393.6,2292.38,1101.23
2025-05-11 00:00:00,ORD-10519,UHT Milk 1L,Dairy,Agadir,Online,77,11.17,6.91,No,860.09,532.38,328.04
2025-09-08 00:00:00,ORD-10520,Pasta 500g,Grains,Rabat,Supermarket,100,13.15,8.26,No,1315,825.82,489.67
2025-08-24 00:00:00,ORD-10521,Milk Powder 500g,Dairy,Casablanca,Supermarket,68,37.02,25.26,No,2517.36,1717.81,799.67
2025-01-19 00:00:00,ORD-10522,Olive Oil 500ml,Oils,Marrakech,Retail,114,47.25,32.37,No,5386.5,3690.54,1696.5
2025-11-17 00:00:00,ORD-10523,UHT Milk 1L,Dairy,Rabat,Retail,92,10.81,7.17,No,994.52,660.01,334.16
2025-10-20 00:00:00,ORD-10524,Orange Juice 1L,Beverages,Fes,Retail,72,17.09,10.91,Yes,1230.48,785.39,444.94
2025-02-17 00:00:00,ORD-10525,Pasta 500g,Grains,Agadir,Retail,119,12.91,8.06,No,1536.29,959.25,577.08
2025-04-15 00:00:00,ORD-10526,Couscous 1kg,Grains,Casablanca,Wholesale,164,23.58,15.37,No,3867.12,2520.53,1347.14
2025-11-11 00:00:00,ORD-10527,Canned Tomatoes 400g,Canned Goods,Marrakech,Retail,81,9.15,4.94,No,741.15,400.51,340.48
2025-01-27 00:00:00,ORD-10528,Couscous 1kg,Grains,Casablanca,Supermarket,111,24.2,14.81,No,2686.2,1644.34,1041.8
2025-05-19 00:00:00,ORD-10529,Orange Juice 1L,Beverages,Casablanca,Wholesale,154,17.32,11.26,No,2667.28,1734.78,932.6
2025-01-03 00:00:00,ORD-10530,Pasta 500g,Grains,Agadir,Supermarket,107,12.18,8,Yes,1303.26,855.7,447.58
2025-11-04 00:00:00,ORD-10531,Couscous 1kg,Grains,Rabat,Supermarket,54,23.04,15.69,No,1244.16,847.45,396.91
2025-02-22 00:00:00,ORD-10532,Olive Oil 1L,Oils,Casablanca,Wholesale,151,81.76,60.78,No,12345.76,9177.99,3167.98
2025-03-24 00:00:00,ORD-10533,Olive Oil 1L,Oils,Agadir,Wholesale,221,74.86,58.65,Yes,16544.06,12962.44,3581.45
2025-09-17 00:00:00,ORD-10534,UHT Milk 1L,Dairy,Agadir,Retail,64,10.68,6.9,No,683.52,441.45,241.91
2025-06-06 00:00:00,ORD-10535,Olive Oil 500ml,Oils,Fes,Wholesale,158,47.63,34.16,No,7525.54,5396.66,2129.44
2025-06-17 00:00:00,ORD-10536,Orange Juice 1L,Beverages,Marrakech,Wholesale,154,18.53,11.01,No,2853.62,1695.54,1157.5
2025-07-21 00:00:00,ORD-10537,Pasta 500g,Grains,Casablanca,Retail,118,12.93,7.9,No,1525.74,932.13,593.34
2025-11-12 00:00:00,ORD-10538,Orange Juice 1L,Beverages,Casablanca,Online,48,18.05,11.4,No,866.4,547.16,319.37
2025-02-06 00:00:00,ORD-10539,Olive Oil 500ml,Oils,Agadir,Retail,59,45.26,33.32,No,2670.34,1966.02,704.05
2025-01-26 00:00:00,ORD-10540,Couscous 1kg,Grains,Casablanca,Retail,171,21.12,14.78,Yes,3611.52,2527.22,1084.37
2025-04-29 00:00:00,ORD-10541,Canned Tomatoes 400g,Canned Goods,Rabat,Online,35,8.51,5.02,Yes,297.85,175.71,122.07
2025-05-03 00:00:00,ORD-10542,Apple Juice 1L,Beverages,Agadir,Wholesale,263,17.67,10.46,No,4647.21,2750.33,1895.6
2025-09-01 00:00:00,ORD-10543,Olive Oil 500ml,Oils,Casablanca,Supermarket,85,46.15,32.92,No,3922.75,2798.24,1124.48
2025-05-03 00:00:00,ORD-10544,Olive Oil 1L,Oils,Casablanca,Supermarket,70,77.22,58.68,Yes,5405.4,4107.71,1297.6
2025-09-19 00:00:00,ORD-10545,Olive Oil 500ml,Oils,Rabat,Supermarket,66,44.12,32.24,Yes,2911.92,2127.88,783.72
2025-08-06 00:00:00,ORD-10546,Milk Powder 500g,Dairy,Marrakech,Supermarket,27,34.47,27.28,Yes,930.69,736.56,194.25
2025-06-21 00:00:00,ORD-10547,Apple Juice 1L,Beverages,Agadir,Retail,119,16.64,9.71,No,1980.16,1155.64,824.91
2025-09-02 00:00:00,ORD-10548,Olive Oil 1L,Oils,Casablanca,Supermarket,58,81.06,60.21,No,4701.48,3492.33,1209.3
2025-05-31 00:00:00,ORD-10549,Couscous 1kg,Grains,Marrakech,Supermarket,35,21.87,14.87,Yes,765.45,520.33,245.22
2025-12-30 00:00:00,ORD-10550,Olive Oil 500ml,Oils,Agadir,Supermarket,60,46.06,33.21,No,2763.6,1992.32,771.42
2025-12-18 00:00:00,ORD-10551,Olive Oil 1L,Oils,Fes,Supermarket,69,84.64,59.96,No,5840.16,4136.94,1703.19
2025-04-03 00:00:00,ORD-10552,Apple Juice 1L,Beverages,Marrakech,Wholesale,244,17.01,9.98,No,4150.44,2436.11,1715.5
2025-10-09 00:00:00,ORD-10553,Canned Tomatoes 400g,Canned Goods,Marrakech,Supermarket,88,9.25,5,No,814,440.14,373.84
2025-01-16 00:00:00,ORD-10554,Orange Juice 1L,Beverages,Casablanca,Wholesale,158,17.97,10.9,No,2839.26,1721.98,1117.59
2025-08-30 00:00:00,ORD-10555,Couscous 1kg,Grains,Casablanca,Retail,36,24.32,15.21,No,875.52,547.44,328.25
2025-06-29 00:00:00,ORD-10556,Milk Powder 500g,Dairy,Fes,Wholesale,197,37.68,26.88,No,7422.96,5296.18,2127.01
2025-06-27 00:00:00,ORD-10557,Apple Juice 1L,Beverages,Fes,Supermarket,69,15.95,10.26,Yes,1100.55,707.68,392.7
2025-10-26 00:00:00,ORD-10558,Apple Juice 1L,Beverages,Rabat,Retail,77,16.56,9.72,No,1275.12,748.69,526.26
2025-10-25 00:00:00,ORD-10559,Milk Powder 500g,Dairy,Marrakech,Retail,63,37.6,25.79,No,2368.8,1624.79,744.21
2025-04-18 00:00:00,ORD-10560,Canned Peas 400g,Canned Goods,Casablanca,Retail,73,12.11,6.83,No,884.03,498.66,385.54
2025-09-03 00:00:00,ORD-10561,Olive Oil 500ml,Oils,Rabat,Wholesale,115,42.24,33.57,Yes,4857.6,3860.6,997.11
2025-02-24 00:00:00,ORD-10562,Canned Tomatoes 400g,Canned Goods,Fes,Online,68,9.04,4.97,No,614.72,338.12,276.81
2025-04-25 00:00:00,ORD-10563,Apple Juice 1L,Beverages,Rabat,Wholesale,272,17.03,9.96,No,4632.16,2708.39,1922.49
2025-08-14 00:00:00,ORD-10564,Orange Juice 1L,Beverages,Fes,Retail,94,17.26,10.95,Yes,1622.44,1029.28,592.88
2025-07-10 00:00:00,ORD-10565,Milk Powder 500g,Dairy,Agadir,Wholesale,153,39.51,25.54,No,6045.03,3907.21,2137.72
2025-01-15 00:00:00,ORD-10566,UHT Milk 1L,Dairy,Casablanca,Wholesale,168,11.11,7.03,No,1866.48,1180.93,685.82
2025-02-21 00:00:00,ORD-10567,UHT Milk 1L,Dairy,Marrakech,Supermarket,99,11.18,7.24,No,1106.82,716.32,390.91
2025-08-20 00:00:00,ORD-10568,Pasta 500g,Grains,Marrakech,Supermarket,90,12.75,7.78,No,1147.5,700.2,446.89
2025-02-06 00:00:00,ORD-10569,Canned Tomatoes 400g,Canned Goods,Casablanca,Retail,126,9.06,4.85,No,1141.56,611.42,529.92
2025-05-30 00:00:00,ORD-10570,Apple Juice 1L,Beverages,Rabat,Retail,85,16.7,10.39,No,1419.5,882.98,536.61
2025-04-26 00:00:00,ORD-10571,Pasta 500g,Grains,Marrakech,Supermarket,99,13.04,8.05,No,1290.96,797.36,493.4
2025-11-19 00:00:00,ORD-10572,Apple Juice 1L,Beverages,Fes,Online,54,17.08,10.19,No,922.32,550.23,371.85
2025-07-23 00:00:00,ORD-10573,Apple Juice 1L,Beverages,Marrakech,Online,92,16.05,10.44,Yes,1476.6,960.02,516.21
2025-12-20 00:00:00,ORD-10574,Orange Juice 1L,Beverages,Rabat,Supermarket,69,17.4,11.31,No,1200.6,780.17,420.17
2025-12-30 00:00:00,ORD-10575,UHT Milk 1L,Dairy,Fes,Supermarket,83,10.32,6.85,Yes,856.56,568.33,288.54
2025-09-07 00:00:00,ORD-10576,Couscous 1kg,Grains,Fes,Supermarket,117,24.48,14.78,No,2864.16,1729.03,1135.37
2025-09-06 00:00:00,ORD-10577,Olive Oil 1L,Oils,Casablanca,Supermarket,64,81.67,56.79,No,5226.88,3634.34,1592.4
2025-07-24 00:00:00,ORD-10578,UHT Milk 1L,Dairy,Rabat,Wholesale,195,11.16,6.89,No,2176.2,1343.89,832.77
2025-04-23 00:00:00,ORD-10579,Olive Oil 1L,Oils,Casablanca,Supermarket,99,82.68,57.08,No,8185.32,5650.8,2534.23
2025-12-18 00:00:00,ORD-10580,UHT Milk 1L,Dairy,Casablanca,Online,54,11.24,6.83,No,606.96,368.69,238.28
2025-07-23 00:00:00,ORD-10581,Olive Oil 500ml,Oils,Casablanca,Online,66,48.06,34.2,No,3171.96,2256.95,915.28
